EntrezID	GeneSymbol	Synonyms	GeneName	Chromosome
4137	6880	TAF9	AK6|CGI-137|CINAP|CIP|MGC:1603|MGC:3647|MGC:5067|TAF2G|TAFII31|TAFII32|TAFIID32|hCINAP	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	chr5
4138	6882	TAF11	MGC:15243|TAF2I|TAFII28	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	chr6
4139	6883	TAF12	TAF2J|TAFII20	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	chr1
4140	6884	TAF13	TAF(II)18|TAF2K|TAFII-18|TAFII18	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	chr1
4141	6885	MAP3K7	MEKK7|TAK1|TGF1a	mitogen-activated protein kinase kinase kinase 7	chr6
4142	6886	TAL1	SCL|TCL5|bHLHa17|tal-1	T-cell acute lymphocytic leukemia 1	chr1
4143	6890	TAP1	ABC17|ABCB2|APT1|D6S114E|PSF-1|PSF1|RING4|TAP1*0102N|TAP1N	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	chr6
4144	6891	TAP2	ABC18|ABCB3|APT2|D6S217E|PSF-2|PSF2|RING11	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	chr6
4145	6892	TAPBP	NGS17|TAPA|TPN|TPSN	TAP binding protein (tapasin)	chr6
4146	6894	TARBP1	TRM3|TRP-185|TRP185	TAR (HIV-1) RNA binding protein 1	chr1
4147	6895	TARBP2	LOQS|TRBP|TRBP1|TRBP2	TAR (HIV-1) RNA binding protein 2	chr12
4148	6897	TARS	ThrRS	threonyl-tRNA synthetase	chr5
4149	6898	TAT	-	tyrosine aminotransferase	chr16
4150	6899	TBX1	CAFS|CTHM|DGCR|DGS|DORV|TBX1C|TGA|VCFS	T-box 1	chr22
4151	6900	CNTN2	AXT|TAG-1|TAX|TAX1	contactin 2 (axonal)	chr1
4152	6901	TAZ	BTHS|CMD3A|EFE|EFE2|G4.5|LVNCX|Taz1	tafazzin	chrX
4153	6902	TBCA	-	tubulin folding cofactor A	chr5
4154	6903	TBCC	CFC	tubulin folding cofactor C	chr6
4155	6904	TBCD	SSD-1|tfcD	tubulin folding cofactor D	chr17
4156	6905	TBCE	HRD|KCS|KCS1|pac2	tubulin folding cofactor E	chr1
4157	6906	SERPINA7	TBG	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7	chrX
4158	6907	TBL1X	EBI|SMAP55|TBL1	transducin (beta)-like 1X-linked	chrX
4159	6908	TBP	GTF2D|GTF2D1|HDL4|SCA17|TFIID	TATA box binding protein	chr6
4160	6909	TBX2	-	T-box 2	chr17
4161	6910	TBX5	HOS	T-box 5	chr12
4162	6911	TBX6	-	T-box 6	chr16
4163	6915	TBXA2R	BDPLT13|TXA2-R	thromboxane A2 receptor	chr19
4164	6916	TBXAS1	BDPLT14|CYP5|CYP5A1|GHOSAL|THAS|TS|TXAS|TXS	thromboxane A synthase 1 (platelet)	chr7
4165	6917	TCEA1	GTF2S|SII|TCEA|TF2S|TFIIS	transcription elongation factor A (SII), 1	chr8
4166	6919	TCEA2	TFIIS	transcription elongation factor A (SII), 2	chr20
4167	6921	TCEB1	SIII|eloC	transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)	chr8
4168	6923	TCEB2	ELOB|SIII	transcription elongation factor B (SIII), polypeptide 2 (18kDa, elongin B)	chr16
4169	6924	TCEB3	EloA|SIII|SIII p110|TCEB3A	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	chr1
4170	6925	TCF4	E2-2|ITF-2|ITF2|PTHS|SEF-2|SEF2|SEF2-1|SEF2-1A|SEF2-1B|TCF-4|bHLHb19	transcription factor 4	chr18
4171	6926	TBX3	TBX3-ISO|UMS|XHL	T-box 3	chr12
4172	6929	TCF3	E2A|E47|ITF1|TCF-3|VDIR|bHLHb21	transcription factor 3	chr19
4173	6932	TCF7	TCF-1	transcription factor 7 (T-cell specific, HMG-box)	chr5
4174	6934	TCF7L2	TCF-4|TCF4	transcription factor 7-like 2 (T-cell specific, HMG-box)	chr10
4175	6935	ZEB1	AREB6|BZP|DELTAEF1|FECD6|NIL2A|PPCD3|TCF8|ZFHEP|ZFHX1A	zinc finger E-box binding homeobox 1	chr10
4176	6938	TCF12	CRS3|HEB|HTF4|HsT17266|bHLHb20	transcription factor 12	chr15
4177	6939	TCF15	EC2|PARAXIS|bHLHa40	transcription factor 15 (basic helix-loop-helix)	chr20
4178	6940	ZNF354A	EZNF|HKL1|KID-1|KID1|TCF17	zinc finger protein 354A	chr5
4179	6942	TCF20	AR1|SPBP|TCF-20	transcription factor 20 (AR1)	chr22
4180	6943	TCF21	POD1|bHLHa23	transcription factor 21	chr6
4181	6944	VPS72	CFL1|Swc2|TCFL1|YL-1|YL1	vacuolar protein sorting 72 homolog (S. cerevisiae)	chr1
4182	6945	MLX	MAD7|MXD7|TCFL4|bHLHd13	MLX, MAX dimerization protein	chr17
4183	6947	TCN1	TC-1|TC1|TCI	transcobalamin I (vitamin B12 binding protein, R binder family)	chr11
4184	6948	TCN2	D22S676|D22S750|II|TC|TC II|TC-2|TC2|TCII	transcobalamin II	chr22
4185	6949	TCOF1	MFD1|TCS1|treacle	Treacher Collins-Franceschetti syndrome 1	chr5
4186	6950	TCP1	CCT-alpha|CCT1|CCTa|D6S230E|TCP-1-alpha	t-complex 1	chr6
4187	6953	TCP10	TCP10A	t-complex 10	chr6
4188	6954	TCP11	D6S230E|FPPR	t-complex 11, testis-specific	chr6
4189	6988	TCTA	-	T-cell leukemia translocation altered	chr3
4190	6990	DYNLT3	RP3|TCTE1L|TCTEX1L	dynein, light chain, Tctex-type 3	chrX
4191	6992	PPP1R11	HCG-V|HCGV|IPP3|TCTE5|TCTEX5	protein phosphatase 1, regulatory (inhibitor) subunit 11	chr6
4192	6993	DYNLT1	CW-1|TCTEL1|tctex-1	dynein, light chain, Tctex-type 1	chr6
4193	6996	TDG	hTDG	thymine-DNA glycosylase	chr12
4194	6999	TDO2	TDO|TO|TPH2|TRPO	tryptophan 2,3-dioxygenase	chr4
4195	7001	PRDX2	NKEF-B|NKEFB|PRP|PRX2|PRXII|PTX1|TDPX1|TPX1|TSA	peroxiredoxin 2	chr19
4196	7003	TEAD1	AA|NTEF-1|REF1|TCF-13|TCF13|TEAD-1|TEF-1	TEA domain family member 1 (SV40 transcriptional enhancer factor)	chr11
4197	7004	TEAD4	EFTR-2|RTEF1|TCF13L1|TEF-3|TEF3|TEFR-1|hRTEF-1B	TEA domain family member 4	chr12
4198	7005	TEAD3	DTEF-1|ETFR-1|TEAD-3|TEAD5|TEF-5|TEF5	TEA domain family member 3	chr6
4199	7006	TEC	PSCTK4	tec protein tyrosine kinase	chr4
4200	7007	TECTA	DFNA12|DFNA8|DFNB21	tectorin alpha	chr11
4201	7008	TEF	-	thyrotrophic embryonic factor	chr22
4202	7010	TEK	CD202B|TIE-2|TIE2|VMCM|VMCM1	TEK tyrosine kinase, endothelial	chr9
4203	7011	TEP1	TLP1|TP1|TROVE1|VAULT2|p240	telomerase-associated protein 1	chr14
4204	7013	TERF1	PIN2|TRBF1|TRF|TRF1|hTRF1-AS|t-TRF1	telomeric repeat binding factor (NIMA-interacting) 1	chr8
4205	7014	TERF2	TRBF2|TRF2	telomeric repeat binding factor 2	chr16
4206	7015	TERT	CMM9|DKCA2|DKCB4|EST2|PFBMFT1|TCS1|TP2|TRT|hEST2|hTRT	telomerase reverse transcriptase	chr5
4207	7016	TESK1	-	testis-specific kinase 1	chr9
4208	7018	TF	PRO1557|PRO2086|TFQTL1	transferrin	chr3
4209	7019	TFAM	MTTF1|MTTFA|TCF6|TCF6L1|TCF6L2|TCF6L3	transcription factor A, mitochondrial	chr10
4210	7020	TFAP2A	AP-2|AP-2alpha|AP2TF|BOFS|TFAP2	transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)	chr6
4211	7021	TFAP2B	AP-2B|AP2-B	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)	chr6
4212	7022	TFAP2C	AP2-GAMMA|ERF1|TFAP2G|hAP-2g	transcription factor AP-2 gamma (activating enhancer binding protein 2 gamma)	chr20
4213	7023	TFAP4	AP-4|bHLHc41	transcription factor AP-4 (activating enhancer binding protein 4)	chr16
4214	7024	TFCP2	LBP1C|LSF|LSF1D|SEF|TFCP2C	transcription factor CP2	chr12
4215	7025	NR2F1	COUP-TFI|EAR-3|EAR3|ERBAL3|NR2F2|SVP44|TCFCOUP1|TFCOUP1	nuclear receptor subfamily 2, group F, member 1	chr5
4216	7026	NR2F2	ARP1|COUPTFB|COUPTFII|NF-E3|NR2F1|SVP40|TFCOUP2	nuclear receptor subfamily 2, group F, member 2	chr15
4217	7027	TFDP1	DP1|DRTF1|Dp-1	transcription factor Dp-1	chr13
4218	7029	TFDP2	DP2	transcription factor Dp-2 (E2F dimerization partner 2)	chr3
4219	7030	TFE3	RCCP2|RCCX1|TFEA|bHLHe33	transcription factor binding to IGHM enhancer 3	chrX
4220	7031	TFF1	BCEI|D21S21|HP1.A|HPS2|pNR-2|pS2	trefoil factor 1	chr21
4221	7032	TFF2	SML1|SP	trefoil factor 2	chr21
4222	7033	TFF3	ITF|P1B|TFI	trefoil factor 3 (intestinal)	chr21
4223	7035	TFPI	EPI|LACI|TFI|TFPI1	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	chr2
4224	7036	TFR2	HFE3|TFRC2	transferrin receptor 2	chr7
4225	7037	TFRC	CD71|T9|TFR|TFR1|TR|TRFR|p90	transferrin receptor (p90, CD71)	chr3
4226	7038	TG	AITD3|TGN	thyroglobulin	chr8
4227	7039	TGFA	TFGA	transforming growth factor, alpha	chr2
4228	7040	TGFB1	CED|DPD1|LAP|TGFB|TGFbeta	transforming growth factor, beta 1	chr19
4229	7041	TGFB1I1	ARA55|HIC-5|HIC5|TSC-5	transforming growth factor beta 1 induced transcript 1	chr16
4230	7042	TGFB2	LDS4|TGF-beta2	transforming growth factor, beta 2	chr1
4231	7043	TGFB3	ARVD|TGF-beta3	transforming growth factor, beta 3	chr14
4232	7044	LEFTY2	EBAF|LEFTA|LEFTYA|TGFB4	left-right determination factor 2	chr1
4233	7045	TGFBI	BIGH3|CDB1|CDG2|CDGG1|CSD|CSD1|CSD2|CSD3|EBMD|LCD1	transforming growth factor, beta-induced, 68kDa	chr5
4234	7046	TGFBR1	AAT5|ACVRLK4|ALK-5|ALK5|LDS1A|LDS2A|MSSE|SKR4|TGFR-1	transforming growth factor, beta receptor 1	chr9
4235	7047	TGM4	TGP|hTGP	transglutaminase 4	chr3
4236	7048	TGFBR2	AAT3|FAA3|LDS1B|LDS2B|MFS2|RIIC|TAAD2|TGFR-2|TGFbeta-RII	transforming growth factor, beta receptor II (70/80kDa)	chr3
4237	7049	TGFBR3	BGCAN|betaglycan	transforming growth factor, beta receptor III	chr1
4238	7050	TGIF1	HPE4|TGIF	TGFB-induced factor homeobox 1	chr18
4239	7051	TGM1	ARCI1|ICR2|KTG|LI|LI1|TGASE|TGK	transglutaminase 1	chr14
4240	7052	TGM2	G-ALPHA-h|GNAH|TG2|TGC	transglutaminase 2	chr20
4241	7053	TGM3	TGE	transglutaminase 3	chr20
4242	7054	TH	DYT14|DYT5b|TYH	tyrosine hydroxylase	chr11
4243	7056	THBD	AHUS6|BDCA3|CD141|THPH12|THRM|TM	thrombomodulin	chr20
4244	7057	THBS1	THBS|THBS-1|TSP|TSP-1|TSP1	thrombospondin 1	chr15
4245	7058	THBS2	TSP2	thrombospondin 2	chr6
4246	7059	THBS3	TSP3	thrombospondin 3	chr1
4247	7060	THBS4	TSP4	thrombospondin 4	chr5
4248	7062	TCHH	THH|THL|TRHY	trichohyalin	chr1
4249	7064	THOP1	EP24.15|MEPD_HUMAN|MP78|TOP	thimet oligopeptidase 1	chr19
4250	7066	THPO	MGDF|MKCSF|ML|MPLLG|THCYT1|TPO	thrombopoietin	chr3
4251	7067	THRA	AR7|CHNG6|EAR7|ERB-T-1|ERBA|ERBA1|NR1A1|THRA1|THRA2|c-ERBA-1	thyroid hormone receptor, alpha	chr17
4252	7068	THRB	C-ERBA-2|C-ERBA-BETA|ERBA2|GRTH|NR1A2|PRTH|THR1|THRB1|THRB2	thyroid hormone receptor, beta	chr3
4253	7070	THY1	CD90	Thy-1 cell surface antigen	chr11
4254	7071	KLF10	EGR-alpha|EGRA|TIEG|TIEG1	Kruppel-like factor 10	chr8
4255	7072	TIA1	TIA-1|WDM	TIA1 cytotoxic granule-associated RNA binding protein	chr2
4256	7073	TIAL1	TCBP|TIAR	TIA1 cytotoxic granule-associated RNA binding protein-like 1	chr10
4257	7074	TIAM1	-	T-cell lymphoma invasion and metastasis 1	chr21
4258	7075	TIE1	JTK14|TIE	tyrosine kinase with immunoglobulin-like and EGF-like domains 1	chr1
4259	7076	TIMP1	CLGI|EPA|EPO|HCI|TIMP	TIMP metallopeptidase inhibitor 1	chrX
4260	7077	TIMP2	CSC-21K|DDC8	TIMP metallopeptidase inhibitor 2	chr17
4261	7078	TIMP3	HSMRK222|K222|K222TA2|SFD	TIMP metallopeptidase inhibitor 3	chr22
4262	7079	TIMP4	-	TIMP metallopeptidase inhibitor 4	chr3
4263	7082	TJP1	ZO-1	tight junction protein 1	chr15
4264	7083	TK1	TK2	thymidine kinase 1, soluble	chr17
4265	7084	TK2	MTDPS2|MTTK	thymidine kinase 2, mitochondrial	chr16
4266	7086	TKT	TK|TKT1	transketolase	chr3
4267	7087	ICAM5	TLCN|TLN	intercellular adhesion molecule 5, telencephalin	chr19
4268	7088	TLE1	ESG|ESG1|GRG1	transducin-like enhancer of split 1 (E(sp1) homolog, Drosophila)	chr9
4269	7089	TLE2	ESG|ESG2|GRG2	transducin-like enhancer of split 2 (E(sp1) homolog, Drosophila)	chr19
4270	7090	TLE3	ESG|ESG3|GRG3|HsT18976	transducin-like enhancer of split 3 (E(sp1) homolog, Drosophila)	chr15
4271	7091	TLE4	BCE-1|BCE1|E(spI)|ESG|ESG4|GRG4	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila)	chr9
4272	7093	TLL2	-	tolloid-like 2	chr10
4273	7094	TLN1	ILWEQ|TLN	talin 1	chr9
4274	7096	TLR1	CD281|TIL|TIL. LPRS5|rsc786	toll-like receptor 1	chr4
4275	7097	TLR2	CD282|TIL4	toll-like receptor 2	chr4
4276	7098	TLR3	CD283|IIAE2	toll-like receptor 3	chr4
4277	7099	TLR4	ARMD10|CD284|TLR-4|TOLL	toll-like receptor 4	chr9
4278	7100	TLR5	SLEB1|TIL3	toll-like receptor 5	chr1
4279	7101	NR2E1	TLL|TLX|XTLL	nuclear receptor subfamily 2, group E, member 1	chr6
4280	7102	TSPAN7	A15|CCG-B7|CD231|DXS1692E|MRX58|MXS1|TALLA-1|TM4SF2|TM4SF2b	tetraspanin 7	chrX
4281	7103	TSPAN8	CO-029|TM4SF3	tetraspanin 8	chr12
4282	7104	TM4SF4	ILTMP|il-TMP	transmembrane 4 L six family member 4	chr3
4283	7105	TSPAN6	T245|TM4SF6|TSPAN-6	tetraspanin 6	chrX
4284	7106	TSPAN4	NAG-2|NAG2|TETRASPAN|TM4SF7|TSPAN-4	tetraspanin 4	chr11
4285	7107	GPR137B	TM7SF1	G protein-coupled receptor 137B	chr1
4286	7108	TM7SF2	ANG1|DHCR14A|NET47	transmembrane 7 superfamily member 2	chr11
4287	7110	TMF1	ARA160|TMF	TATA element modulatory factor 1	chr3
4288	7112	TMPO	CMD1T|LAP2|LEMD4|PRO0868|TP	thymopoietin	chr12
4289	7113	TMPRSS2	PP9284|PRSS10	transmembrane protease, serine 2	chr21
4290	7122	CLDN5	AWAL|BEC1|CPETRL1|TMVCF	claudin 5	chr22
4291	7123	CLEC3B	TN|TNA	C-type lectin domain family 3, member B	chr3
4292	7124	TNF	DIF|TNF-alpha|TNFA|TNFSF2	tumor necrosis factor	chr6
4293	7127	TNFAIP2	B94|EXOC3L3	tumor necrosis factor, alpha-induced protein 2	chr14
4294	7128	TNFAIP3	A20|OTUD7C|TNFA1P2	tumor necrosis factor, alpha-induced protein 3	chr6
4295	7130	TNFAIP6	TSG-6|TSG6	tumor necrosis factor, alpha-induced protein 6	chr2
4296	7132	TNFRSF1A	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	tumor necrosis factor receptor superfamily, member 1A	chr12
4297	7133	TNFRSF1B	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	tumor necrosis factor receptor superfamily, member 1B	chr1
4298	7134	TNNC1	CMD1Z|CMH13|TN-C|TNC|TNNC	troponin C type 1 (slow)	chr3
4299	7135	TNNI1	SSTNI|TNN1	troponin I type 1 (skeletal, slow)	chr1
4300	7136	TNNI2	AMCD2B|DA2B|FSSV|fsTnI	troponin I type 2 (skeletal, fast)	chr11
4301	7137	TNNI3	CMD1FF|CMD2A|CMH7|RCM1|TNNC1|cTnI	troponin I type 3 (cardiac)	chr19
4302	7138	TNNT1	ANM|NEM5|STNT|TNT|TNTS	troponin T type 1 (skeletal, slow)	chr19
4303	7139	TNNT2	CMH2|CMPD2|LVNC6|RCM3|TnTC|cTnT	troponin T type 2 (cardiac)	chr1
4304	7140	TNNT3	TNTF	troponin T type 3 (skeletal, fast)	chr11
4305	7141	TNP1	TP1	transition protein 1 (during histone to protamine replacement)	chr2
4306	7142	TNP2	TP2	transition protein 2 (during histone to protamine replacement)	chr16
4307	7143	TNR	TN-R	tenascin R	chr1
4308	7145	TNS1	MST091|MST122|MST127|MSTP122|MSTP127|MXRA6|TNS	tensin 1	chr2
4309	7148	TNXB	EDS3|HXBL|TENX|TN-X|TNX|TNXB1|TNXB2|TNXBS|XB|XBS	tenascin XB	chr6
4310	7150	TOP1	TOPI	topoisomerase (DNA) I	chr20
4311	7153	TOP2A	TOP2|TP2A	topoisomerase (DNA) II alpha 170kDa	chr17
4312	7155	TOP2B	TOPIIB|top2beta	topoisomerase (DNA) II beta 180kDa	chr3
4313	7156	TOP3A	TOP3	topoisomerase (DNA) III alpha	chr17
4314	7157	TP53	BCC7|LFS1|P53|TRP53	tumor protein p53	chr17
4315	7158	TP53BP1	53BP1|p202	tumor protein p53 binding protein 1	chr15
4316	7159	TP53BP2	53BP2|ASPP2|BBP|P53BP2|PPP1R13A	tumor protein p53 binding protein, 2	chr1
4317	7161	TP73	P73	tumor protein p73	chr1
4318	7162	TPBG	5T4|5T4AG|M6P1	trophoblast glycoprotein	chr6
4319	7163	TPD52	D52|N8L|PC-1|PrLZ|hD52	tumor protein D52	chr8
4320	7164	TPD52L1	D53|hD53	tumor protein D52-like 1	chr6
4321	7165	TPD52L2	D54	tumor protein D52-like 2	chr20
4322	7167	TPI1	TIM|TPI	triosephosphate isomerase 1	chr12
4323	7168	TPM1	C15orf13|CMD1Y|CMH3|HTM-alpha|TMSA	tropomyosin 1 (alpha)	chr15
4324	7169	TPM2	AMCD1|DA1|DA2B|NEM4|TMSB	tropomyosin 2 (beta)	chr9
4325	7170	TPM3	CAPM1|CFTD|NEM1|OK/SW-cl.5|TM-5|TM3|TM30|TM30nm|TM5|TPMsk3|TRK|hscp30	tropomyosin 3	chr1
4326	7171	TPM4	-	tropomyosin 4	chr19
4327	7172	TPMT	-	thiopurine S-methyltransferase	chr6
4328	7173	TPO	MSA|TDH2A|TPX	thyroid peroxidase	chr2
4329	7174	TPP2	TPP-2	tripeptidyl peptidase II	chr13
4330	7175	TPR	-	translocated promoter region, nuclear basket protein	chr1
4331	7178	TPT1	HRF|TCTP|p02	tumor protein, translationally-controlled 1	chr13
4332	7179	TPTE	CT44|PTEN2	transmembrane phosphatase with tensin homology	chr21
4333	7180	CRISP2	CRISP-2|CT36|GAPDL5|TPX1|TSP1	cysteine-rich secretory protein 2	chr6
4334	7181	NR2C1	TR2	nuclear receptor subfamily 2, group C, member 1	chr12
4335	7182	NR2C2	TAK1|TR2R1|TR4|hTAK1	nuclear receptor subfamily 2, group C, member 2	chr3
4336	7184	HSP90B1	ECGP|GP96|GRP94|TRA1	heat shock protein 90kDa beta (Grp94), member 1	chr12
4337	7185	TRAF1	EBI6|MGC:10353	TNF receptor-associated factor 1	chr9
4338	7186	TRAF2	MGC:45012|TRAP|TRAP3	TNF receptor-associated factor 2	chr9
4339	7187	TRAF3	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	TNF receptor-associated factor 3	chr14
4340	7188	TRAF5	MGC:39780|RNF84	TNF receptor-associated factor 5	chr1
4341	7189	TRAF6	MGC:3310|RNF85	TNF receptor-associated factor 6, E3 ubiquitin protein ligase	chr11
4342	7200	TRH	Pro-TRH|TRF	thyrotropin-releasing hormone	chr3
4343	7201	TRHR	TRH-R	thyrotropin-releasing hormone receptor	chr8
4344	7203	CCT3	CCT-gamma|CCTG|PIG48|TCP-1-gamma|TRIC5	chaperonin containing TCP1, subunit 3 (gamma)	chr1
4345	7204	TRIO	ARHGEF23|tgat	trio Rho guanine nucleotide exchange factor	chr5
4346	7205	TRIP6	OIP-1|OIP1|TRIP-6|TRIP6i2|ZRP-1	thyroid hormone receptor interactor 6	chr7
4347	7216	TRO	MAGE-d3|MAGED3	trophinin	chrX
4348	7220	TRPC1	HTRP-1|TRP1	transient receptor potential cation channel, subfamily C, member 1	chr3
4349	7222	TRPC3	TRP3	transient receptor potential cation channel, subfamily C, member 3	chr4
4350	7223	TRPC4	HTRP-4|HTRP4|TRP4	transient receptor potential cation channel, subfamily C, member 4	chr13
4351	7224	TRPC5	TRP5	transient receptor potential cation channel, subfamily C, member 5	chrX
4352	7225	TRPC6	FSGS2|TRP6	transient receptor potential cation channel, subfamily C, member 6	chr11
4353	7226	TRPM2	EREG1|KNP3|LTRPC2|NUDT9H|NUDT9L1|TRPC7	transient receptor potential cation channel, subfamily M, member 2	chr21
4354	7227	TRPS1	GC79|LGCR	trichorhinophalangeal syndrome I	chr8
4355	7247	TSN	BCLF-1|C3PO|RCHF1|REHF-1|TBRBP|TRSLN	translin	chr2
4356	7248	TSC1	LAM|TSC	tuberous sclerosis 1	chr9
4357	7249	TSC2	LAM|TSC4	tuberous sclerosis 2	chr16
4358	7251	TSG101	TSG10|VPS23	tumor susceptibility gene 101	chr11
4359	7252	TSHB	TSH-B|TSH-BETA	thyroid stimulating hormone, beta	chr1
4360	7253	TSHR	CHNG1|LGR3|hTSHR-I	thyroid stimulating hormone receptor	chr14
4361	7257	TSNAX	TRAX	translin-associated factor X	chr1
4362	7259	TSPYL1	TSPYL	TSPY-like 1	chr6
4363	7260	TSSC1	-	tumor suppressing subtransferable candidate 1	chr2
4364	7262	PHLDA2	BRW1C|BWR1C|HLDA2|IPL|TSSC3	pleckstrin homology-like domain, family A, member 2	chr11
4365	7263	TST	RDS	thiosulfate sulfurtransferase (rhodanese)	chr22
4366	7264	TSTA3	FX|P35B|SDR4E1	tissue specific transplantation antigen P35B	chr8
4367	7265	TTC1	TPR1	tetratricopeptide repeat domain 1	chr5
4368	7266	DNAJC7	DJ11|DJC7|TPR2|TTC2	DnaJ (Hsp40) homolog, subfamily C, member 7	chr17
4369	7267	TTC3	DCRR1|RNF105|TPRDIII	tetratricopeptide repeat domain 3	chr21
4370	7268	TTC4	-	tetratricopeptide repeat domain 4	chr1
4371	7270	TTF1	TTF-1|TTF-I	transcription termination factor, RNA polymerase I	chr9
4372	7272	TTK	CT96|ESK|MPH1|MPS1|MPS1L1|PYT	TTK protein kinase	chr6
4373	7273	TTN	CMD1G|CMH9|CMPD4|EOMFC|HMERF|LGMD2J|MYLK5|TMD	titin	chr2
4374	7274	TTPA	ATTP|AVED|TTP1|alphaTTP	tocopherol (alpha) transfer protein	chr8
4375	7275	TUB	rd5	tubby bipartite transcription factor	chr11
4376	7276	TTR	CTS|CTS1|HsT2651|PALB|TBPA	transthyretin	chr18
4377	7277	TUBA4A	H2-ALPHA|TUBA1	tubulin, alpha 4a	chr2
4378	7278	TUBA3C	TUBA2|bA408E5.3	tubulin, alpha 3c	chr13
4379	7280	TUBB2A	TUBB|TUBB2|dJ40E16.7	tubulin, beta 2A class IIa	chr6
4380	7283	TUBG1	GCP-1|TUBG|TUBGCP1	tubulin, gamma 1	chr17
4381	7284	TUFM	COXPD4|EF-TuMT|EFTU|P43	Tu translation elongation factor, mitochondrial	chr16
4382	7286	TUFT1	-	tuftelin 1	chr1
4383	7287	TULP1	LCA15|RP14|TUBL1	tubby like protein 1	chr6
4384	7288	TULP2	CT65|TUBL2	tubby like protein 2	chr19
4385	7289	TULP3	TUBL3	tubby like protein 3	chr12
4386	7290	HIRA	DGCR1|TUP1|TUPLE1	histone cell cycle regulator	chr22
4387	7291	TWIST1	ACS3|BPES2|BPES3|CRS1|SCS|TWIST|bHLHa38	twist basic helix-loop-helix transcription factor 1	chr7
4388	7292	TNFSF4	CD134L|CD252|GP34|OX-40L|OX4OL|TXGP1	tumor necrosis factor (ligand) superfamily, member 4	chr1
4389	7293	TNFRSF4	ACT35|CD134|OX40|TXGP1L	tumor necrosis factor receptor superfamily, member 4	chr1
4390	7294	TXK	BTKL|PSCTK5|PTK4|RLK|TKL	TXK tyrosine kinase	chr4
4391	7295	TXN	TRDX|TRX|TRX1	thioredoxin	chr9
4392	7296	TXNRD1	GRIM-12|TR|TR1|TRXR1|TXNR	thioredoxin reductase 1	chr12
4393	7297	TYK2	JTK1	tyrosine kinase 2	chr19
4394	7298	TYMS	HST422|TMS|TS	thymidylate synthetase	chr18
4395	7299	TYR	CMM8|OCA1A|OCAIA|SHEP3	tyrosinase	chr11
4396	7301	TYRO3	BYK|Dtk|RSE|Sky|Tif	TYRO3 protein tyrosine kinase	chr15
4397	7305	TYROBP	DAP12|KARAP|PLOSL	TYRO protein tyrosine kinase binding protein	chr19
4398	7306	TYRP1	CAS2|CATB|GP75|OCA3|TRP|TRP1|TYRP|b-PROTEIN	tyrosinase-related protein 1	chr9
4399	7307	U2AF1	FP793|RN|RNU2AF1|U2AF35|U2AFBP	U2 small nuclear RNA auxiliary factor 1	chr21
4400	7311	UBA52	CEP52|HUBCEP52|L40|RPL40	ubiquitin A-52 residue ribosomal protein fusion product 1	chr19
4401	7316	UBC	HMG20	ubiquitin C	chr12
4402	7319	UBE2A	HHR6A|MRXS30|MRXSN|RAD6A|UBC2	ubiquitin-conjugating enzyme E2A	chrX
4403	7320	UBE2B	E2-17kDa|HHR6B|HR6B|RAD6B|UBC2	ubiquitin-conjugating enzyme E2B	chr5
4404	7321	UBE2D1	E2(17)KB1|SFT|UBC4/5|UBCH5|UBCH5A	ubiquitin-conjugating enzyme E2D 1	chr10
4405	7322	UBE2D2	E2(17)KB2|PUBC1|UBC4|UBC4/5|UBCH5B	ubiquitin-conjugating enzyme E2D 2	chr5
4406	7323	UBE2D3	E2(17)KB3|UBC4/5|UBCH5C	ubiquitin-conjugating enzyme E2D 3	chr4
4407	7324	UBE2E1	UBCH6	ubiquitin-conjugating enzyme E2E 1	chr3
4408	7326	UBE2G1	E217K|UBC7|UBE2G	ubiquitin-conjugating enzyme E2G 1	chr17
4409	7327	UBE2G2	UBC7	ubiquitin-conjugating enzyme E2G 2	chr21
4410	7328	UBE2H	E2-20K|GID3|UBC8|UBCH|UBCH2	ubiquitin-conjugating enzyme E2H	chr7
4411	7329	UBE2I	C358B7.1|P18|UBC9	ubiquitin-conjugating enzyme E2I	chr16
4412	7332	UBE2L3	E2-F1|L-UBC|UBCH7|UbcM4	ubiquitin-conjugating enzyme E2L 3	chr22
